ID,Term,Topic #1,Topic #2,Topic #3,Topic #4,Synonym #1,Synonym #2,Synonym #3,Synonym #4,Synonym #5,Synonym #6,Synonym #7,Synonym #8,Synonym #9,Synonym #10,Synonym #11,Synonym #12,Definition #1,Definition #2,Definition #3,Definition #4
6199,navigation,Marine and Freshwater,,,,cargo ship,shipping industry,vessel,,,,,,,,,,"The science or art of conducting ships or aircraft from one place to another, especially the method of determining position, course, and distance travelled over the surface of the earth by the principles of geometry and astronomy and by reference to devices (as radar beacons or instruments) designed as aids. (Source: GEMET/WEBSTER) ",,,
6132,ballast water,Biological diversity,Marine and Freshwater,,,,,,,,,,,,,,,Ocean-going ships load up with water in bilge holds using the extra mass to keep them stable while they ply their way to their destination port. More ballast is used when ship are not fully loaded with cargo and this water is then pumped back into the sea when the ship takes on new cargo. Many problems can result if discharged ballast water contains pollutants or living organisms that can potentially have negative effects on local marine life at the destination port. (Source: UNESCO),,,
6042,flag vessel,Chemicals and Waste,Environmental Governance,,,ship registration,vessel ownership,,,,,,,,,,,"A commercial vessel, registered, licenced and operated under the laws of a specific flag state. (Draft based on Wikipedia). Every State shall effectively exercise its jurisdiction and control in administrative, technical and social matters over ships flying its flag (Source: UNCLOS, Art. 94.1)","Flag vessel in the context of CMS: ""Range State"" in relation to a particular migratory species means any State [...] that exercises jurisdiction over any part of the range of that migratory species, or a State, flag vessels of which are engaged outside national jurisdictional limits in taking that migratory species (CMS, Art 1h) (Source: CMS)",,
6210,storage,Chemicals and Waste,Environmental Governance,,,,,,,,,,,,,,,"A series of actions undertaken to deposit or hold goods, materials or waste in some physical location, such as a facility, container, tank or dumping site. (Source: GEMET/RHW)",,,
6465,transshipment,,,,,,,,,,,,,,,,,"Transfer of a shipment from one carrier, or more commonly, from one vessel to another whereas in transit. Transshipments are usually made (1) where there is no direct air, land, or sea link between the consignor's and consignee's countries, (2) where the intended port of entry is blocked, or (3) to hide the identity of the port or country of origin. (Source: www.businessdiction)",,,
6054,vulnerability,Climate and Atmosphere,Biological diversity,Land and Agriculture,Land and Agriculture,vulnerability assessment,,,,,,,,,,,,In the context of species the concept is also used for the risk of extinction. (Source: IUCN Red List),"Vulnerability is the degree to which a system is susceptible to, and unable to cope with, adverse effects of climate change. Vulnerability is a function of the character, magnitude, and rate of climate change and variation to which a system is exposed, its sensitivity, and its adaptive capacity. (Source: IPCC, 2007)",,
6464,waste,Chemicals and Waste,,,,,,,,,,,,,,,,"1) Material, often unusable, left over from any manufacturing, industrial, agricultural or other human processes. (Source: GEMET - HMD / OED) ",,,
6433,domestic waste,Chemicals and Waste,,,,household waste,solid waste,,,,,,,,,,,Waste generated by residential households and comprised of any material no longer wanted or needed. (Source: GEMET/EED),,,
6144,dumping,Chemicals and Waste,,,,,,,,,,,,,,,,"The discarding of waste in any manner, often without regard to environmental control. (Source: GEMET-RHW / ERG)",,,
6243,effluent waste,Chemicals and Waste,Marine and Freshwater,,,discharge,sewage,sewarage,wastewater,,,,,,,,,"The liquid waste from domestic sewage, industrial sites or from agricultural processes. Effluents are harmful when they enter the environment, especially in freshwater, because of their polluting chemical composition. (Source: GEMET/WRIGHT) ",,,
6431,electronic waste,Chemicals and Waste,,,,e-waste,electronic scrap,electronic equipment,electrical equipment,cable,mobile phone,,,,,,,"Any material from electronic devices and systems, generated as a waste stream in a processing operation or discarded after service. (Source: GEMET -APD / RHW) ",,,
6150,hazardous waste,Chemicals and Waste,,,,toxic waste,,,,,,,,,,,,"Any waste or combination of wastes with the potential to damage human health, living organisms or the environment. Hazardous wastes usually require special handling and disposal procedures which are regulated by national and international laws. (Source: GEMET/HMD / DEE / HMH) ",,,
6141,plastic waste,Chemicals and Waste,Marine and Freshwater,,,microbeads,microplastic,,,,,,,,,,,"Any discarded plastic (organic, or synthetic, material derived from polymers, resins or cellulose) generated by any industrial process, or by consumers. (Source: GEMET/APD) ",,,
6257,radioactive waste,Chemicals and Waste,,,,,,,,,,,,,,,,"Any waste that emit radiation in excess of normal background level, including the toxic by-products of the nuclear energy industry. (Source: GEMET/GRAHAW) ",,,
6463,industrial waste,Chemicals and Waste,,,,industrial effluent,,,,,,,,,,,,"Waste materials discarded from industrial operations, or derived from manufacturing processes; may be solid, sludge (wet solids) or liquid wastes and may or may not be considered hazardous. (Source: GEMET-HMD / ISEP)",,,
6322,medical waste,Chemicals and Waste,,,,biomedical waste,health care waste,pharmaceutical waste,,,,,,,,,,"Waste generated by health care activities including materials from used needles and syringes to soiled dressings, body parts, diagnostic samples, blood, chemicals, pharmaceuticals, medical devices and radioactive materials. (Source: WHO)",,,
